"household_id","chw_id","region","visit_date","family_size","has_itn","referral_code","issue_date","redemption_date","redemption_facility","referral_status","redemption_status"
"HH0859","CHW002","Uthiru",2023-11-10,6,TRUE,NA,NA,NA,NA,"No","No"
"HH0860","CHW009","Kasarani",2023-08-29,8,FALSE,"REF0573",2023-08-29,2023-09-10,"FAC010","Yes","Yes"
"HH0861","CHW005","Uthiru",2023-01-19,5,FALSE,"REF0574",2023-01-19,NA,NA,"Yes","No"
"HH0862","CHW001","Limuru",2023-08-31,1,FALSE,"REF0575",2023-08-31,2023-09-24,"FAC020","Yes","Yes"
"HH0863","CHW001","Kasarani",2023-09-06,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0864","CHW005","Dagoretti",2023-03-09,5,FALSE,NA,NA,NA,NA,"No","No"
"HH0865","CHW001","Limuru",2023-02-27,3,FALSE,"REF0576",2023-02-27,2023-03-05,"FAC009","Yes","Yes"
"HH0866","CHW004","Juja",2023-04-03,1,FALSE,"REF0577",2023-04-03,2023-04-08,"FAC020","Yes","Yes"
"HH0867","CHW003","Limuru",2023-07-31,4,FALSE,"REF0578",2023-07-31,NA,NA,"Yes","No"
"HH0868","CHW003","Limuru",2023-10-23,6,FALSE,"REF0579",2023-10-23,2023-11-19,"FAC004","Yes","Yes"
"HH0869","CHW001","Lang'ata",2023-08-26,5,FALSE,"REF0580",2023-08-26,NA,NA,"Yes","No"
"HH0870","CHW009","Kasarani",2023-07-14,7,FALSE,"REF0581",2023-07-14,2023-08-11,"FAC014","Yes","Yes"
"HH0871","CHW001","Kasarani",2023-08-18,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0872","CHW001","Lang'ata",2023-09-30,7,FALSE,"REF0582",2023-09-30,NA,NA,"Yes","No"
"HH0873","CHW005","Dagoretti",2023-05-19,2,FALSE,"REF0583",2023-05-19,NA,NA,"Yes","No"
"HH0874","CHW008","Dagoretti",2023-12-11,4,FALSE,"REF0584",2023-12-11,NA,NA,"Yes","No"
"HH0875","CHW003","Limuru",2023-10-08,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0876","CHW002","Ruaraka",2023-07-30,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0877","CHW008","Dagoretti",2023-04-23,5,FALSE,"REF0585",2023-04-23,2023-04-26,"FAC002","Yes","Yes"
"HH0878","CHW010","Dagoretti",2023-04-22,2,FALSE,"REF0586",2023-04-22,2023-05-20,"FAC020","Yes","Yes"
"HH0879","CHW003","Limuru",2023-12-03,3,FALSE,NA,NA,NA,NA,"No","No"
"HH0880","CHW003","Limuru",2023-05-31,2,FALSE,"REF0587",2023-05-31,NA,NA,"Yes","No"
"HH0881","CHW005","Dagoretti",2023-12-21,6,FALSE,"REF0588",2023-12-21,NA,NA,"Yes","No"
"HH0882","CHW005","Uthiru",2023-07-15,1,FALSE,"REF0589",2023-07-15,NA,NA,"Yes","No"
"HH0883","CHW003","Limuru",2023-02-05,4,FALSE,"REF0590",2023-02-05,2023-02-21,"FAC004","Yes","Yes"
"HH0884","CHW003","Limuru",2023-04-22,2,FALSE,NA,NA,NA,NA,"No","No"
"HH0885","CHW005","Uthiru",2023-01-18,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0886","CHW008","Dagoretti",2023-09-12,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0887","CHW001","Limuru",2023-07-19,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0888","CHW010","Juja",2023-09-21,8,FALSE,"REF0591",2023-09-21,NA,NA,"Yes","No"
"HH0889","CHW002","Ruaraka",2023-01-02,8,FALSE,"REF0592",2023-01-02,NA,NA,"Yes","No"
"HH0890","CHW006","Kasarani",2023-12-16,1,FALSE,"REF0593",2023-12-16,NA,NA,"Yes","No"
"HH0891","CHW002","Uthiru",2023-10-01,6,FALSE,"REF0594",2023-10-01,NA,NA,"Yes","No"
"HH0892","CHW005","Lang'ata",2023-04-14,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0893","CHW007","Ruaraka",2023-06-03,2,FALSE,"REF0595",2023-06-03,2023-06-06,"FAC015","Yes","Yes"
"HH0894","CHW004","Juja",2023-01-19,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0895","CHW008","Dagoretti",2023-02-02,5,FALSE,"REF0596",2023-02-02,NA,NA,"Yes","No"
"HH0896","CHW008","Dagoretti",2023-01-19,6,FALSE,"REF0597",2023-01-19,2023-01-23,"FAC007","Yes","Yes"
"HH0897","CHW009","Dagoretti",2023-12-14,3,FALSE,"REF0598",2023-12-14,2023-12-17,"FAC002","Yes","Yes"
"HH0898","CHW003","Limuru",2023-12-01,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0899","CHW004","Juja",2023-01-08,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0900","CHW005","Uthiru",2023-08-22,2,FALSE,NA,NA,NA,NA,"No","No"
"HH0901","CHW002","Ruaraka",2023-09-12,4,FALSE,"REF0599",2023-09-12,2023-09-23,"FAC013","Yes","Yes"
"HH0902","CHW006","Embakasi",2023-12-17,3,FALSE,"REF0600",2023-12-17,NA,NA,"Yes","No"
"HH0903","CHW004","Juja",2023-10-31,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0904","CHW002","Uthiru",2023-03-14,3,FALSE,"REF0601",2023-03-14,NA,NA,"Yes","No"
"HH0905","CHW008","Dagoretti",2023-10-25,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0906","CHW010","Limuru",2023-03-22,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0907","CHW002","Ruaraka",2023-01-04,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0908","CHW010","Limuru",2023-08-02,8,FALSE,"REF0602",2023-08-02,2023-08-23,"FAC009","Yes","Yes"
"HH0909","CHW009","Dagoretti",2023-07-30,3,FALSE,"REF0603",2023-07-30,2023-08-05,"FAC016","Yes","Yes"
"HH0910","CHW010","Juja",2023-11-18,5,FALSE,"REF0604",2023-11-18,2023-11-26,"FAC007","Yes","Yes"
"HH0911","CHW002","Ruaraka",2023-11-13,4,FALSE,"REF0605",2023-11-13,NA,NA,"Yes","No"
"HH0912","CHW004","Juja",2023-01-28,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0913","CHW008","Dagoretti",2023-04-01,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0914","CHW001","Limuru",2023-07-06,7,FALSE,"REF0606",2023-07-06,NA,NA,"Yes","No"
"HH0915","CHW008","Dagoretti",2023-02-23,3,FALSE,"REF0607",2023-02-23,2023-03-12,"FAC004","Yes","Yes"
"HH0916","CHW002","Ruaraka",2023-08-16,6,FALSE,"REF0608",2023-08-16,NA,NA,"Yes","No"
"HH0917","CHW006","Embakasi",2023-02-26,2,FALSE,"REF0609",2023-02-26,NA,NA,"Yes","No"
"HH0918","CHW004","Juja",2023-04-23,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0919","CHW001","Kasarani",2023-03-16,8,FALSE,"REF0610",2023-03-16,2023-03-31,"FAC007","Yes","Yes"
"HH0920","CHW006","Kasarani",2023-04-14,1,FALSE,"REF0611",2023-04-14,2023-04-19,"FAC004","Yes","Yes"
"HH0921","CHW008","Dagoretti",2023-08-03,6,TRUE,NA,NA,NA,NA,"No","No"
"HH0922","CHW004","Juja",2023-11-06,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0923","CHW010","Dagoretti",2023-04-28,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0924","CHW004","Juja",2023-08-25,7,FALSE,"REF0612",2023-08-25,2023-09-05,"FAC014","Yes","Yes"
"HH0925","CHW010","Juja",2023-10-30,1,FALSE,"REF0613",2023-10-30,2023-11-15,"FAC017","Yes","Yes"
"HH0926","CHW001","Kasarani",2023-09-29,2,FALSE,"REF0614",2023-09-29,2023-10-17,"FAC001","Yes","Yes"
"HH0927","CHW007","Ruaraka",2023-03-09,4,FALSE,"REF0615",2023-03-09,2023-03-25,"FAC010","Yes","Yes"
"HH0928","CHW003","Limuru",2023-10-20,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0929","CHW008","Dagoretti",2023-12-27,6,FALSE,"REF0616",2023-12-27,NA,NA,"Yes","No"
"HH0930","CHW001","Limuru",2023-02-06,6,FALSE,"REF0617",2023-02-06,2023-03-03,"FAC009","Yes","Yes"
"HH0931","CHW010","Dagoretti",2023-10-22,2,FALSE,"REF0618",2023-10-22,2023-11-21,"FAC002","Yes","Yes"
"HH0932","CHW009","Ruaraka",2023-07-06,2,FALSE,"REF0619",2023-07-06,NA,NA,"Yes","No"
"HH0933","CHW001","Kasarani",2023-07-07,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0934","CHW009","Ruaraka",2023-04-15,6,TRUE,NA,NA,NA,NA,"No","No"
"HH0935","CHW004","Juja",2023-11-29,4,FALSE,"REF0620",2023-11-29,NA,NA,"Yes","No"
"HH0936","CHW006","Kasarani",2023-05-17,7,FALSE,"REF0621",2023-05-17,2023-05-29,"FAC015","Yes","Yes"
"HH0937","CHW008","Dagoretti",2023-08-29,5,FALSE,"REF0622",2023-08-29,2023-09-20,"FAC003","Yes","Yes"
"HH0938","CHW004","Juja",2023-02-14,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0939","CHW005","Uthiru",2023-02-25,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0940","CHW003","Limuru",2023-03-19,1,FALSE,"REF0623",2023-03-19,NA,NA,"Yes","No"
"HH0941","CHW009","Kasarani",2023-08-31,8,FALSE,"REF0624",2023-08-31,2023-09-07,"FAC003","Yes","Yes"
"HH0942","CHW001","Lang'ata",2023-09-24,7,FALSE,"REF0625",2023-09-24,NA,NA,"Yes","No"
"HH0943","CHW006","Kasarani",2023-10-31,8,FALSE,"REF0626",2023-10-31,NA,NA,"Yes","No"
"HH0944","CHW005","Uthiru",2023-05-14,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0945","CHW001","Lang'ata",2023-06-30,3,FALSE,"REF0627",2023-06-30,2023-07-18,"FAC010","Yes","Yes"
"HH0946","CHW003","Limuru",2023-12-29,3,FALSE,"REF0628",2023-12-29,2024-01-09,"FAC019","Yes","Yes"
"HH0947","CHW003","Limuru",2023-05-14,4,FALSE,"REF0629",2023-05-14,2023-05-25,"FAC012","Yes","Yes"
"HH0948","CHW003","Limuru",2023-08-18,3,FALSE,"REF0630",2023-08-18,2023-08-19,"FAC013","Yes","Yes"
"HH0949","CHW008","Dagoretti",2023-08-23,3,FALSE,"REF0631",2023-08-23,NA,NA,"Yes","No"
"HH0950","CHW009","Dagoretti",2023-11-28,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0951","CHW010","Dagoretti",2023-03-17,8,FALSE,"REF0632",2023-03-17,2023-04-02,"FAC002","Yes","Yes"
"HH0952","CHW003","Limuru",2023-06-07,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0953","CHW008","Dagoretti",2023-02-17,4,FALSE,"REF0633",2023-02-17,2023-03-19,"FAC009","Yes","Yes"
"HH0954","CHW004","Juja",2023-02-12,8,FALSE,"REF0634",2023-02-12,NA,NA,"Yes","No"
"HH0955","CHW009","Dagoretti",2023-04-10,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0956","CHW006","Kasarani",2023-03-17,7,FALSE,"REF0635",2023-03-17,2023-03-27,"FAC012","Yes","Yes"
"HH0957","CHW006","Kasarani",2023-08-17,2,FALSE,"REF0636",2023-08-17,NA,NA,"Yes","No"
"HH0958","CHW007","Ruaraka",2023-05-28,7,TRUE,NA,NA,NA,NA,"No","No"
"HH0959","CHW007","Ruaraka",2023-10-28,3,FALSE,"REF0637",2023-10-28,NA,NA,"Yes","No"
"HH0960","CHW009","Dagoretti",2023-02-03,7,FALSE,"REF0638",2023-02-03,NA,NA,"Yes","No"
"HH0961","CHW005","Dagoretti",2023-03-31,3,FALSE,"REF0639",2023-03-31,NA,NA,"Yes","No"
"HH0962","CHW005","Lang'ata",2023-09-09,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0964","CHW003","Limuru",2023-06-03,8,FALSE,"REF0641",2023-06-03,NA,NA,"Yes","No"
"HH0965","CHW005","Dagoretti",2023-04-02,4,FALSE,"REF0642",2023-04-02,NA,NA,"Yes","No"
"HH0966","CHW008","Dagoretti",2023-11-03,8,FALSE,"REF0643",2023-11-03,NA,NA,"Yes","No"
"HH0967","CHW008","Dagoretti",2023-07-11,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0968","CHW003","Limuru",2023-03-16,3,FALSE,"REF0644",2023-03-16,2023-03-28,"FAC014","Yes","Yes"
"HH0969","CHW006","Embakasi",2023-05-29,2,FALSE,"REF0645",2023-05-29,NA,NA,"Yes","No"
"HH0970","CHW003","Limuru",2023-11-03,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0971","CHW005","Dagoretti",2023-12-17,6,FALSE,"REF0646",2023-12-17,NA,NA,"Yes","No"
"HH0972","CHW003","Limuru",2023-03-12,6,FALSE,"REF0647",2023-03-12,NA,NA,"Yes","No"
"HH0973","CHW003","Limuru",2023-04-22,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0974","CHW004","Juja",2023-08-02,2,FALSE,"REF0648",2023-08-02,2023-08-03,"FAC016","Yes","Yes"
"HH0975","CHW006","Kasarani",2023-12-20,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0976","CHW010","Dagoretti",2023-06-25,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0977","CHW001","Limuru",2023-03-02,3,FALSE,"REF0649",2023-03-02,2023-03-09,"FAC005","Yes","Yes"
"HH0978","CHW002","Uthiru",2023-12-20,2,FALSE,"REF0650",2023-12-20,NA,NA,"Yes","No"
"HH0979","CHW007","Ruaraka",2023-04-11,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0980","CHW008","Dagoretti",2023-05-10,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0981","CHW001","Lang'ata",2023-03-05,4,FALSE,"REF0651",2023-03-05,2023-03-27,"FAC012","Yes","Yes"
"HH0982","CHW001","Lang'ata",2023-03-16,5,FALSE,NA,NA,NA,NA,"No","No"
"HH0983","CHW006","Kasarani",2023-03-24,4,FALSE,"REF0652",2023-03-24,2023-04-20,"FAC019","Yes","Yes"
"HH0984","CHW001","Limuru",2023-04-22,5,FALSE,"REF0653",2023-04-22,NA,NA,"Yes","No"
"HH0985","CHW001","Limuru",2023-02-20,8,FALSE,"REF0654",2023-02-20,NA,NA,"Yes","No"
"HH0986","CHW008","Dagoretti",2023-04-03,7,FALSE,"REF0655",2023-04-03,NA,NA,"Yes","No"
"HH0987","CHW007","Ruaraka",2023-06-10,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0988","CHW009","Kasarani",2023-09-11,5,FALSE,"REF0656",2023-09-11,2023-09-22,"FAC016","Yes","Yes"
"HH0989","CHW002","Uthiru",2023-05-26,5,FALSE,"REF0657",2023-05-26,NA,NA,"Yes","No"
"HH0990","CHW004","Juja",2023-05-29,7,FALSE,"REF0658",2023-05-29,2023-06-25,"FAC016","Yes","Yes"
"HH0991","CHW006","Embakasi",2023-01-07,8,FALSE,"REF0659",2023-01-07,2023-01-24,"FAC003","Yes","Yes"
"HH0992","CHW002","Ruaraka",2023-07-22,2,FALSE,"REF0660",2023-07-22,NA,NA,"Yes","No"
"HH0993","CHW003","Limuru",2023-07-06,6,FALSE,"REF0661",2023-07-06,NA,NA,"Yes","No"
"HH0994","CHW007","Ruaraka",2023-04-30,8,FALSE,"REF0662",2023-04-30,NA,NA,"Yes","No"
"HH0995","CHW010","Dagoretti",2023-05-20,7,FALSE,"REF0663",2023-05-20,NA,NA,"Yes","No"
"HH0996","CHW007","Ruaraka",2023-09-19,8,FALSE,"REF0664",2023-09-19,2023-10-05,"FAC008","Yes","Yes"
"HH0997","CHW003","Limuru",2023-02-20,2,FALSE,"REF0665",2023-02-20,2023-02-26,"FAC013","Yes","Yes"
"HH0998","CHW010","Dagoretti",2023-06-17,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0999","CHW002","Uthiru",2023-08-27,8,FALSE,"REF0666",2023-08-27,2023-09-07,"FAC018","Yes","Yes"
"HH1000","CHW009","Kasarani",2023-01-17,2,FALSE,"REF0667",2023-01-17,2023-01-30,"FAC015","Yes","Yes"
"HH1001","CHW008","Dagoretti",2023-01-17,5,TRUE,NA,NA,NA,NA,"No","No"
"HH1002","CHW003","Limuru",2023-08-09,7,TRUE,NA,NA,NA,NA,"No","No"
"HH1003","CHW008","Dagoretti",2023-10-19,8,FALSE,"REF0668",2023-10-19,NA,NA,"Yes","No"
"HH1004","CHW009","Kasarani",2023-07-20,7,FALSE,"REF0669",2023-07-20,2023-07-30,"FAC011","Yes","Yes"
"HH1005","CHW001","Lang'ata",2023-10-30,6,TRUE,NA,NA,NA,NA,"No","No"
"HH1006","CHW006","Kawangware",2023-10-26,6,TRUE,NA,NA,NA,NA,"No","No"
"HH1007","CHW007","Ruaraka",2023-08-08,6,FALSE,"REF0670",2023-08-08,2023-08-16,"FAC008","Yes","Yes"
"HH1008","CHW004","Juja",2023-10-31,2,TRUE,NA,NA,NA,NA,"No","No"
"HH1009","CHW005","Uthiru",2023-06-22,6,TRUE,NA,NA,NA,NA,"No","No"
"HH1010","CHW001","Kasarani",2023-12-03,7,FALSE,"REF0671",2023-12-03,NA,NA,"Yes","No"
"HH1011","CHW010","Juja",2023-06-12,7,FALSE,"REF0672",2023-06-12,2023-06-28,"FAC004","Yes","Yes"
"HH1012","CHW004","Juja",2023-09-12,6,FALSE,"REF0673",2023-09-12,2023-09-26,"FAC007","Yes","Yes"
"HH1013","CHW008","Dagoretti",2023-10-02,5,FALSE,"REF0674",2023-10-02,NA,NA,"Yes","No"
"HH1014","CHW007","Ruaraka",2023-11-16,2,FALSE,"REF0675",2023-11-16,NA,NA,"Yes","No"
"HH1015","CHW010","Limuru",2023-05-20,8,TRUE,NA,NA,NA,NA,"No","No"
"HH1016","CHW007","Ruaraka",2023-06-27,5,FALSE,"REF0676",2023-06-27,2023-07-19,"FAC018","Yes","Yes"
"HH1017","CHW006","Embakasi",2023-08-01,8,FALSE,"REF0677",2023-08-01,NA,NA,"Yes","No"
"HH1018","CHW001","Limuru",2023-12-27,3,FALSE,"REF0678",2023-12-27,2024-01-23,"FAC015","Yes","Yes"
"HH1019","CHW005","Lang'ata",2023-09-30,7,FALSE,NA,NA,NA,NA,"No","No"
"HH1020","CHW001","Limuru",2023-04-13,3,FALSE,"REF0679",2023-04-13,NA,NA,"Yes","No"
"HH1021","CHW005","Dagoretti",2023-07-30,2,FALSE,"REF0680",2023-07-30,NA,NA,"Yes","No"
"HH1022","CHW005","Dagoretti",2023-11-27,4,TRUE,NA,NA,NA,NA,"No","No"
"HH1023","CHW007","Ruaraka",2023-02-28,1,TRUE,NA,NA,NA,NA,"No","No"
"HH1024","CHW004","Juja",2023-08-26,7,FALSE,"REF0681",2023-08-26,NA,NA,"Yes","No"
"HH1025","CHW004","Juja",2023-05-20,5,TRUE,NA,NA,NA,NA,"No","No"
"HH1026","CHW005","Lang'ata",2023-10-09,1,TRUE,NA,NA,NA,NA,"No","No"
"HH1027","CHW008","Dagoretti",2023-01-29,2,FALSE,"REF0682",2023-01-29,2023-02-01,"FAC014","Yes","Yes"
"HH1028","CHW006","Kawangware",2023-12-03,7,FALSE,NA,NA,NA,NA,"No","No"
"HH1029","CHW003","Limuru",2023-02-27,2,FALSE,"REF0683",2023-02-27,NA,NA,"Yes","No"
"HH1030","CHW009","Dagoretti",2023-09-12,4,FALSE,"REF0684",2023-09-12,NA,NA,"Yes","No"
"HH1031","CHW006","Kasarani",2023-10-27,4,FALSE,NA,NA,NA,NA,"No","No"
"HH1032","CHW004","Juja",2023-02-24,5,TRUE,NA,NA,NA,NA,"No","No"
"HH1033","CHW008","Dagoretti",2023-05-11,1,FALSE,"REF0685",2023-05-11,2023-05-15,"FAC011","Yes","Yes"
"HH1034","CHW009","Dagoretti",2023-09-01,5,FALSE,NA,NA,NA,NA,"No","No"
"HH1035","CHW003","Limuru",2023-09-01,5,FALSE,"REF0686",2023-09-01,NA,NA,"Yes","No"
"HH1036","CHW010","Juja",2023-12-06,1,FALSE,"REF0687",2023-12-06,NA,NA,"Yes","No"
"HH1037","CHW004","Juja",2023-10-10,6,FALSE,NA,NA,NA,NA,"No","No"
"HH1038","CHW002","Ruaraka",2023-08-15,7,FALSE,NA,NA,NA,NA,"No","No"
"HH1039","CHW005","Dagoretti",2023-02-16,4,FALSE,"REF0688",2023-02-16,NA,NA,"Yes","No"
"HH1040","CHW003","Limuru",2023-11-20,7,FALSE,"REF0689",2023-11-20,2023-11-23,"FAC016","Yes","Yes"
"HH1041","CHW008","Dagoretti",2023-06-20,2,FALSE,NA,NA,NA,NA,"No","No"
"HH1042","CHW005","Lang'ata",2023-02-03,6,FALSE,"REF0690",2023-02-03,2023-02-05,"FAC006","Yes","Yes"
"HH1043","CHW008","Dagoretti",2023-01-02,5,FALSE,"REF0691",2023-01-02,2023-01-08,"FAC008","Yes","Yes"
"HH1044","CHW009","Ruaraka",2023-11-29,7,FALSE,"REF0692",2023-11-29,2023-12-15,"FAC005","Yes","Yes"
"HH1045","CHW005","Uthiru",2023-12-18,6,FALSE,"REF0693",2023-12-18,2024-01-01,"FAC012","Yes","Yes"
"HH1046","CHW003","Limuru",2023-07-13,4,FALSE,"REF0694",2023-07-13,2023-07-31,"FAC020","Yes","Yes"
"HH1047","CHW004","Juja",2023-08-25,3,TRUE,NA,NA,NA,NA,"No","No"
"HH1048","CHW001","Kasarani",2023-11-13,5,FALSE,"REF0695",2023-11-13,NA,NA,"Yes","No"
"HH1049","CHW003","Limuru",2023-01-08,7,FALSE,"REF0696",2023-01-08,NA,NA,"Yes","No"
"HH1050","CHW008","Dagoretti",2023-04-25,4,FALSE,NA,NA,NA,NA,"No","No"
"HH1051","CHW005","Dagoretti",2023-09-11,7,FALSE,NA,NA,NA,NA,"No","No"
"HH1052","CHW010","Juja",2023-05-25,4,FALSE,"REF0697",2023-05-25,NA,NA,"Yes","No"
"HH1053","CHW003","Limuru",2023-05-29,4,FALSE,"REF0698",2023-05-29,NA,NA,"Yes","No"
"HH1054","CHW006","Kawangware",2023-12-17,2,FALSE,"REF0699",2023-12-17,2023-12-28,"FAC013","Yes","Yes"
"HH1055","CHW004","Juja",2023-12-29,5,FALSE,"REF0700",2023-12-29,NA,NA,"Yes","No"
"HH1056","CHW001","Kasarani",2023-05-01,6,FALSE,NA,NA,NA,NA,"No","No"
"HH1057","CHW010","Dagoretti",2023-01-24,7,TRUE,NA,NA,NA,NA,"No","No"
"HH1058","CHW005","Dagoretti",2023-12-10,1,FALSE,"REF0701",2023-12-10,2023-12-27,"FAC016","Yes","Yes"
"HH1059","CHW006","Kasarani",2023-03-09,7,TRUE,NA,NA,NA,NA,"No","No"
"HH1060","CHW003","Limuru",2023-03-01,3,FALSE,"REF0702",2023-03-01,NA,NA,"Yes","No"
"HH1061","CHW005","Lang'ata",2023-07-04,5,FALSE,NA,NA,NA,NA,"No","No"
"HH1062","CHW005","Lang'ata",2023-05-16,7,FALSE,NA,NA,NA,NA,"No","No"
"HH1063","CHW006","Kawangware",2023-09-09,3,FALSE,"REF0703",2023-09-09,NA,NA,"Yes","No"
"HH1064","CHW008","Dagoretti",2023-04-07,4,TRUE,NA,NA,NA,NA,"No","No"
"HH1065","CHW003","Limuru",2023-08-29,8,FALSE,"REF0704",2023-08-29,NA,NA,"Yes","No"
"HH1066","CHW008","Dagoretti",2023-08-15,8,FALSE,"REF0705",2023-08-15,2023-09-08,"FAC005","Yes","Yes"
"HH1067","CHW002","Uthiru",2023-02-17,5,FALSE,"REF0706",2023-02-17,2023-03-06,"FAC009","Yes","Yes"
"HH1068","CHW010","Dagoretti",2023-10-27,1,FALSE,"REF0707",2023-10-27,NA,NA,"Yes","No"
"HH1069","CHW007","Ruaraka",2023-05-07,2,FALSE,NA,NA,NA,NA,"No","No"
"HH1070","CHW001","Kasarani",2023-12-15,2,FALSE,"REF0708",2023-12-15,NA,NA,"Yes","No"
"HH1071","CHW002","Uthiru",2023-03-20,8,TRUE,NA,NA,NA,NA,"No","No"
"HH1072","CHW008","Dagoretti",2023-11-18,1,FALSE,"REF0709",2023-11-18,2023-12-08,"FAC015","Yes","Yes"
"HH1073","CHW006","Kawangware",2023-10-19,1,TRUE,NA,NA,NA,NA,"No","No"
"HH1074","CHW005","Dagoretti",2023-01-29,7,FALSE,"REF0710",2023-01-29,2023-02-06,"FAC013","Yes","Yes"
"HH1075","CHW002","Ruaraka",2023-04-17,7,TRUE,NA,NA,NA,NA,"No","No"
"HH1076","CHW005","Lang'ata",2023-12-01,5,TRUE,NA,NA,NA,NA,"No","No"
"HH1077","CHW008","Dagoretti",2023-06-08,3,FALSE,"REF0711",2023-06-08,2023-06-20,"FAC017","Yes","Yes"
"HH1078","CHW004","Juja",2023-08-17,8,FALSE,"REF0712",2023-08-17,NA,NA,"Yes","No"
"HH1079","CHW002","Uthiru",2023-07-08,7,FALSE,"REF0713",2023-07-08,2023-07-25,"FAC011","Yes","Yes"
"HH1080","CHW008","Dagoretti",2023-11-28,3,FALSE,NA,NA,NA,NA,"No","No"
"HH1081","CHW009","Ruaraka",2023-11-28,5,FALSE,"REF0714",2023-11-28,2023-12-24,"FAC016","Yes","Yes"
"HH1082","CHW005","Uthiru",2023-03-07,5,FALSE,NA,NA,NA,NA,"No","No"
"HH1083","CHW009","Dagoretti",2023-06-01,2,FALSE,NA,NA,NA,NA,"No","No"
"HH1084","CHW009","Kasarani",2023-09-19,2,FALSE,"REF0715",2023-09-19,NA,NA,"Yes","No"
"HH1085","CHW005","Dagoretti",2023-05-11,1,FALSE,"REF0716",2023-05-11,NA,NA,"Yes","No"
"HH1086","CHW003","Limuru",2023-07-21,7,TRUE,NA,NA,NA,NA,"No","No"
"HH1087","CHW005","Dagoretti",2023-10-28,8,FALSE,"REF0717",2023-10-28,2023-11-27,"FAC006","Yes","Yes"
"HH1088","CHW004","Juja",2023-02-10,5,FALSE,NA,NA,NA,NA,"No","No"
"HH1089","CHW002","Uthiru",2023-10-01,7,TRUE,NA,NA,NA,NA,"No","No"
"HH1090","CHW002","Ruaraka",2023-03-29,8,FALSE,"REF0718",2023-03-29,NA,NA,"Yes","No"
"HH1091","CHW010","Dagoretti",2023-09-07,6,FALSE,"REF0719",2023-09-07,NA,NA,"Yes","No"
"HH1092","CHW007","Ruaraka",2023-02-14,1,TRUE,NA,NA,NA,NA,"No","No"
"HH1093","CHW004","Juja",2023-01-09,4,FALSE,NA,NA,NA,NA,"No","No"
"HH1094","CHW004","Juja",2023-11-29,4,TRUE,NA,NA,NA,NA,"No","No"
"HH1095","CHW007","Ruaraka",2023-02-14,8,FALSE,"REF0720",2023-02-14,NA,NA,"Yes","No"
"HH1096","CHW002","Ruaraka",2023-03-20,8,FALSE,NA,NA,NA,NA,"No","No"
"HH1097","CHW008","Dagoretti",2023-08-19,4,FALSE,"REF0721",2023-08-19,NA,NA,"Yes","No"
"HH1098","CHW007","Ruaraka",2023-06-20,7,TRUE,NA,NA,NA,NA,"No","No"
"HH1099","CHW007","Ruaraka",2023-10-24,5,FALSE,"REF0722",2023-10-24,2023-11-10,"FAC019","Yes","Yes"
"HH1100","CHW010","Dagoretti",2023-09-07,1,FALSE,"REF0723",2023-09-07,NA,NA,"Yes","No"
"HH1101","CHW006","Kawangware",2023-02-02,7,FALSE,NA,NA,NA,NA,"No","No"
"HH1102","CHW002","Uthiru",2023-11-15,6,FALSE,"REF0724",2023-11-15,NA,NA,"Yes","No"
"HH1103","CHW003","Limuru",2023-04-09,8,FALSE,"REF0725",2023-04-09,2023-05-09,"FAC011","Yes","Yes"
